tech,cell_type,cell_name,from_pin,to_pin,pol,voltage,temp,delay,wp_sum,wn_sum,slew,cap,log_slew,log_cap,req_p,req_n,rc_p,rc_n,req_eff,rc_eff,wp_over_wn,pn_balance,is_inv,stack_pd,inv_v,inv_temp
Nangate45,XOR2X2,XOR2_X2,A,Z,rise,1.1,25.0,40.217000000000006,0.7024305365316948,0.5211380838348477,0.4675267141308018,-2.8018019134212615,0.4675267141308018,-2.8018019134212615,-0.7024305342566811,-0.5211380822621785,-3.5042313382194448,-3.322939358753209,-0.7024305342566811,-3.5042313382194448,1.518072289156627,0.2057416267942585,0,1,0.9090909090909091,0.04
Nangate45,NOR2X1,NOR2_X1,A2,ZN,rise,1.1,25.0,68.7954,0.1003705454622411,-0.08092190710067983,2.6957770888750523,-3.078590833342172,2.6957770888750523,-3.078590833342172,-0.1003705445703519,0.08092190798439065,-3.178961243143961,-2.9976690141939666,-0.1003705445703519,-3.178961243143961,1.5180722891566267,0.20574162679425848,0,1,0.9090909090909091,0.04
Nangate45,BUFX4,BUF_X4,A,Z,rise,1.1,25.0,97.0876,0.5774917999521181,0.3961993472701517,2.010552232202664,-0.9166586544783716,2.010552232202664,-0.9166586544783716,-0.577491798195592,-0.3961993460143429,-1.494150444350357,-1.312857996233026,-0.577491798195592,-1.494150444350357,1.5180722891566267,0.20574162679425848,0,1,0.9090909090909091,0.04
Nangate45,AND2X4,AND2_X4,A1,ZN,rise,1.1,25.0,187.118,0.7024305365316948,0.5211380838348477,2.290366330174478,-0.6167251446320022,2.290366330174478,-0.6167251446320022,-0.7024305342566811,-0.5211380822621785,-1.3191556738182932,-1.1378632241673692,-0.7024305342566811,-1.3191556738182932,1.518072289156627,0.2057416267942585,0,1,0.9090909090909091,0.04
Nangate45,AND3X1,AND3_X1,A3,ZN,fall,1.1,25.0,104.5,0.1972805584013619,0.019116290862665523,2.512153875582749,-1.8208447409674553,2.512153875582749,-1.8208447409674553,-0.19728055744160553,-0.019116289993234985,-2.01812528256216,-1.8399610301208043,-0.019116289993234985,-1.8399610301208043,1.5071770334928236,0.20229007633587803,0,1,0.9090909090909091,0.04
Nangate45,NOR3X2,NOR3_X2,A2,ZN,rise,1.1,25.0,46.5665,0.5774917999521181,0.3961993472701517,1.0722471396325435,-2.401505942944262,1.0722471396325435,-2.401505942944262,-0.577491798195592,-0.3961993460143429,-2.978997438458402,-2.7977051269315556,-0.577491798195592,-2.978997438458402,1.5180722891566267,0.20574162679425848,0,1,0.9090909090909091,0.04
Nangate45,NOR3X2,NOR3_X2,A2,ZN,fall,1.1,25.0,17.000899999999998,0.5774917999521181,0.3961993472701517,1.6331122891064531,-2.100476002014671,1.6331122891064531,-2.100476002014671,-0.577491798195592,-0.3961993460143429,-2.677967649690308,-2.496675267556168,-0.3961993460143429,-2.496675267556168,1.5180722891566267,0.20574162679425848,0,1,0.9090909090909091,0.04
Nangate45,AND3X1,AND3_X1,A3,ZN,rise,1.1,25.0,187.414,0.1972805584013619,0.019116290862665523,1.0722471396325435,-1.2187847712015567,1.0722471396325435,-1.2187847712015567,-0.19728055744160553,-0.019116289993234985,-1.416065325194447,-1.2379010613251984,-0.19728055744160553,-1.416065325194447,1.5071770334928236,0.20229007633587803,0,1,0.9090909090909091,0.04
Nangate45,AND2X4,AND2_X4,A1,ZN,rise,1.1,25.0,108.801,0.7024305365316948,0.5211380838348477,2.010552232202664,-0.9177569353430555,2.010552232202664,-0.9177569353430555,-0.7024305342566811,-0.5211380822621785,-1.620187457270052,-1.4388950107097187,-0.7024305342566811,-1.620187457270052,1.518072289156627,0.2057416267942585,0,1,0.9090909090909091,0.04
Nangate45,OR3X4,OR3_X4,A1,ZN,rise,1.1,25.0,33.608,0.7993405495225173,0.6180480968167419,2.290366330174478,-2.1207784399803127,2.290366330174478,-2.1207784399803127,-0.7993405467175265,-0.6180480949097705,-2.920118685458473,-2.738826356027743,-0.7993405467175265,-2.920118685458473,1.5180722891566267,0.20574162679425842,0,1,0.9090909090909091,0.04
Nangate45,NAND3X2,NAND3_X2,A3,ZN,rise,1.1,25.0,84.5137,0.5774917999521181,0.3961993472701517,1.0722471396325435,-1.2355548453444771,1.0722471396325435,-1.2355548453444771,-0.577491798195592,-0.3961993460143429,-1.8130466244142156,-1.6317541813094378,-0.577491798195592,-1.8130466244142156,1.5180722891566267,0.20574162679425848,0,1,0.9090909090909091,0.04
Nangate45,OR4X2,OR4_X2,A4,ZN,fall,1.1,25.0,135.11100000000002,0.5774917999521181,0.3961993472701517,2.290366330174478,-2.1218729829204994,2.290366330174478,-2.1218729829204994,-0.577491798195592,-0.3961993460143429,-2.6993646229116375,-2.5180722443433257,-0.3961993460143429,-2.5180722443433257,1.5180722891566267,0.20574162679425848,0,1,0.9090909090909091,0.04
Nangate45,AND4X1,AND4_X1,A2,ZN,fall,1.1,25.0,76.01679999999999,0.27646180440302964,0.09864372616310832,2.290366330174478,-2.122973173597656,2.290366330174478,-2.122973173597656,-0.27646180335242765,-0.09864372527201734,-2.399434926467344,-2.2216168847153788,-0.09864372527201734,-2.2216168847153788,1.50597609561753,0.20190779014308433,0,1,0.9090909090909091,0.04
Nangate45,NAND2X2,NAND2_X2,A1,ZN,fall,1.1,25.0,36.6085,0.4014005409538832,0.22010808830167825,2.010552232202664,-1.8285924092029324,2.010552232202664,-1.8285924092029324,-0.40140053968712197,-0.22010808731912615,-2.2299929054987913,-2.048700477926834,-0.22010808731912615,-2.048700477926834,1.5180722891566267,0.20574162679425848,0,1,0.9090909090909091,0.04
Nangate45,OR4X1,OR4_X1,A1,ZN,fall,1.1,25.0,82.8648,0.27646180440302964,0.09864372616310832,1.0722471396325435,-2.7228399798656104,1.0722471396325435,-2.7228399798656104,-0.27646180335242765,-0.09864372527201734,-2.999301579858386,-2.821483647181512,-0.09864372527201734,-2.821483647181512,1.50597609561753,0.20190779014308433,0,1,0.9090909090909091,0.04
Nangate45,AND3X4,AND3_X4,A1,ZN,rise,1.1,25.0,144.433,0.7024305365316948,0.5211380838348477,2.6957770888750523,-0.9188507951009687,2.6957770888750523,-0.9188507951009687,-0.7024305342566811,-0.5211380822621785,-1.6212813169913514,-1.4399888704466062,-0.7024305342566811,-1.6212813169913514,1.518072289156627,0.2057416267942585,0,1,0.9090909090909091,0.04
Nangate45,AND3X1,AND3_X1,A2,ZN,fall,1.1,25.0,136.28,0.1972805584013619,0.019116290862665523,2.6957770888750523,-1.5198147596781832,2.6957770888750523,-1.5198147596781832,-0.19728055744160553,-0.019116289993234985,-1.7170953095383448,-1.538931049478394,-0.019116289993234985,-1.538931049478394,1.5071770334928236,0.20229007633587803,0,1,0.9090909090909091,0.04
Nangate45,NAND3X2,NAND3_X2,A1,ZN,rise,1.1,25.0,145.399,0.5774917999521181,0.3961993472701517,2.512153875582749,-1.2355548453444771,2.512153875582749,-1.2355548453444771,-0.577491798195592,-0.3961993460143429,-1.8130466244142156,-1.6317541813094378,-0.577491798195592,-1.8130466244142156,1.5180722891566267,0.20574162679425848,0,1,0.9090909090909091,0.04
Nangate45,AND3X2,AND3_X2,A1,ZN,fall,1.1,25.0,23.7688,0.4983105539274718,0.31701810125741003,1.0722471396325435,-3.4369736191894456,1.0722471396325435,-3.4369736191894456,-0.49831055242157285,-0.31701810014695037,-3.9352816191306457,-3.7539904433114795,-0.31701810014695037,-3.7539904433114795,1.5180722891566267,0.20574162679425842,0,1,0.9090909090909091,0.04
Nangate45,INVX8,INV_X8,A,ZN,fall,1.1,25.0,10.6853,0.7024305365316948,0.5211380838348477,1.6331122891064531,-1.8192033798465523,1.6331122891064531,-1.8192033798465523,-0.7024305342566811,-0.5211380822621785,-2.5216338005825825,-2.340341397103548,-0.5211380822621785,-2.340341397103548,1.518072289156627,0.2057416267942585,1,1,0.9090909090909091,0.04
Nangate45,AND3X1,AND3_X1,A3,ZN,fall,1.1,25.0,71.6182,0.1972805584013619,0.019116290862665523,0.4675267141308018,-1.5198147596781832,0.4675267141308018,-1.5198147596781832,-0.19728055744160553,-0.019116289993234985,-1.7170953095383448,-1.538931049478394,-0.019116289993234985,-1.538931049478394,1.5071770334928236,0.20229007633587803,0,1,0.9090909090909091,0.04
Nangate45,NAND2X1,NAND2_X1,A2,ZN,rise,1.1,25.0,190.64800000000002,0.1003705454622411,-0.08092190710067983,2.290366330174478,-1.2265302448130975,2.290366330174478,-1.2265302448130975,-0.1003705445703519,0.08092190798439065,-1.3269007880283215,-1.1456083384330085,-0.1003705445703519,-1.3269007880283215,1.5180722891566267,0.20574162679425848,0,1,0.9090909090909091,0.04
